Target_genes	E2F4|Average	SRX027401|Adipocytes	SRX019963|GM06990	SRX150410|GM12878	SRX150445|HeLa	SRX668217|HRPEpiC	SRX150679|K-562	SRX194566|MCF-7	SRX194567|MCF-7	SRX150480|MCF_10A	STRING
CXCL17	72.333333	0	0	0	0	0	0	0	0	651	0
BTF3	72.333333	0	0	0	109	0	216	0	0	326	0
ACOX1	72.333333	0	0	0	0	0	123	0	0	528	0
ZNF486	72.222222	444	0	0	0	0	0	206	0	0	0
METTL26	72.222222	0	0	135	0	0	256	0	0	259	0
KAT2B	72.222222	0	0	0	124	0	224	0	0	302	0
CRELD2	72.222222	0	0	96	0	0	0	0	0	554	0
ALG12	72.222222	0	0	96	0	0	0	0	0	554	0
WAS	72.111111	0	0	0	84	0	141	0	0	424	0
SETMAR	72.111111	0	0	0	104	0	265	0	0	280	0
NT5C3A	72.111111	118	0	0	0	0	241	0	0	290	0
NRTN	72.111111	0	0	0	0	0	347	0	0	302	0
MIDN	72.111111	0	0	0	0	0	248	0	0	401	0
LETM1	72.111111	141	0	0	0	0	279	0	0	229	0
CBARP	72.111111	0	0	0	0	0	248	0	0	401	0
ATP5F1D	72.111111	0	0	0	0	0	248	0	0	401	0
RNF224	72.000000	0	0	0	0	0	180	0	0	468	0
RNF208	72.000000	0	0	0	0	0	180	0	0	468	0
PRPS2	72.000000	0	0	0	258	0	229	0	0	161	0
NFKB2	72.000000	0	0	0	0	0	238	0	0	410	0
CYSRT1	72.000000	0	0	0	0	0	180	0	0	468	0
CMTR2	72.000000	0	0	0	0	0	183	0	0	465	0
PGM2L1	71.888889	0	0	0	0	0	177	0	0	470	0
PAAF1	71.888889	0	0	163	0	0	0	198	0	286	0
MID1	71.888889	121	0	0	0	0	0	0	0	526	0
HOOK2	71.888889	0	0	0	150	0	135	0	0	362	0
FIS1	71.888889	0	0	0	0	0	206	0	0	441	0
CROT	71.888889	0	0	0	0	0	134	0	0	513	0
COA4	71.888889	0	0	163	0	0	0	198	0	286	0
VPS72	71.777778	0	0	0	0	0	201	190	0	255	0
PIP5K1A	71.777778	0	0	0	0	0	201	190	0	255	0
MON2	71.777778	123	0	0	0	0	244	0	0	279	0
INKA1	71.777778	0	0	98	94	0	105	0	0	349	0
FAM149B1	71.777778	0	0	0	0	0	421	0	0	225	0
ECD	71.777778	0	0	0	0	0	421	0	0	225	0
CDHR4	71.777778	0	0	98	94	0	105	0	0	349	0
TLNRD1	71.666667	0	0	0	140	0	0	0	0	505	0
SMTN	71.666667	0	0	0	0	0	0	0	0	645	0
SH2D2A	71.666667	0	0	0	0	0	177	0	0	468	0
RPS10-NUDT3	71.666667	0	0	0	0	0	285	0	0	360	0
RPS10	71.666667	0	0	0	0	0	285	0	0	360	0
PTPRU	71.666667	0	0	0	0	0	329	0	0	316	0
OSTM1	71.666667	104	0	0	92	0	216	0	0	233	0
NTRK1	71.666667	0	0	0	0	0	177	0	0	468	0
MECR	71.666667	0	0	0	0	0	329	0	0	316	0
KPNA1	71.666667	0	0	0	236	0	209	0	0	200	0
KLF13	71.666667	108	0	0	77	0	0	0	0	460	0
HGH1	71.666667	0	0	0	0	0	243	0	0	402	0
DPF3	71.666667	0	0	0	0	0	0	0	0	645	0
RRS1	71.555556	0	0	0	0	0	109	0	0	535	0
LYRM2	71.555556	0	0	0	118	0	197	0	0	329	0
LRRC47	71.555556	0	0	0	0	0	229	0	0	415	0
GPT2	71.555556	0	0	0	0	0	166	0	0	478	0
CPPED1	71.555556	0	0	0	0	0	247	0	0	397	0
CCL28	71.555556	0	0	0	0	0	0	307	0	337	0
ADHFE1	71.555556	0	0	0	0	0	109	0	0	535	0
ZSWIM7	71.444444	0	0	0	141	0	119	0	0	383	0
WDR47	71.444444	0	0	0	0	0	286	0	0	357	0
WDR19	71.444444	0	0	0	0	0	139	98	0	406	0
TTC19	71.444444	0	0	0	141	0	119	0	0	383	0
SPRY2	71.444444	158	0	0	154	0	0	0	0	331	0
SFT2D3	71.444444	0	0	0	302	0	140	0	0	201	0
IRF8	71.444444	0	221	239	0	0	0	183	0	0	0
DNAJC16	71.444444	0	0	0	88	0	191	0	0	364	0
CASP9	71.444444	0	0	0	88	0	191	0	0	364	0
ZBTB38	71.333333	0	0	0	0	0	0	0	0	642	0
ZNF460	71.222222	0	0	141	0	0	157	0	0	343	0
TP73	71.222222	0	0	0	88	0	194	0	0	359	0
PDCD4	71.222222	0	0	0	176	0	143	170	0	152	0
LRP10	71.222222	0	0	0	0	0	0	0	0	641	0
EP400	71.222222	0	0	122	0	0	233	0	0	286	0
DGKH	71.222222	0	0	0	0	0	0	383	0	258	0
DCAF11	71.222222	0	0	0	108	0	167	0	0	366	0
RPS27A	71.111111	0	0	0	164	0	135	0	0	341	0
NDUFV2	71.111111	0	0	0	88	0	255	0	0	297	0
CLN5	71.111111	0	0	0	160	0	119	0	0	361	0
CLHC1	71.111111	0	0	0	164	0	135	0	0	341	0
CFAP299	71.111111	149	0	0	0	0	352	0	0	139	0
BMP2K	71.111111	0	0	141	0	0	106	253	0	140	0
USP8	71.000000	67	0	0	0	0	121	0	0	451	0
TMEM201	71.000000	172	0	0	0	0	200	0	0	267	0
RCHY1	71.000000	0	0	0	162	0	172	0	0	305	0
PRKCH	71.000000	0	0	0	0	0	0	0	0	639	0
POLR3B	71.000000	0	0	176	99	0	0	0	0	364	0
POLR2C	71.000000	0	0	0	136	0	192	0	0	311	0
PIK3C2A	71.000000	118	0	0	0	0	127	0	0	394	0
EPM2A	71.000000	0	0	0	163	0	161	0	0	315	0
EML2	71.000000	0	0	0	0	0	0	0	0	639	0
DYNLRB2	71.000000	98	0	0	143	0	136	262	0	0	0
COMMD3-BMI1	71.000000	0	0	0	144	0	337	0	0	158	0
COMMD3	71.000000	0	0	0	144	0	337	0	0	158	0
CCDC27	71.000000	126	0	0	0	0	133	0	0	380	0
BMI1	71.000000	0	0	0	144	0	337	0	0	158	0
AKT3	71.000000	134	0	0	0	0	0	0	0	505	0
ZBTB40	70.888889	0	0	0	0	0	336	0	0	302	0
SDK1	70.888889	137	0	0	0	0	159	0	0	342	0
REV1	70.888889	137	0	0	0	0	209	0	0	292	0
CHIC2	70.888889	135	0	0	0	0	150	0	0	353	0
CCDC6	70.888889	0	0	0	0	0	151	0	0	487	0
WDR43	70.777778	0	0	0	0	0	171	0	0	466	0
OVCA2	70.777778	0	0	0	134	0	112	0	0	391	0
MTPN	70.777778	0	0	0	0	0	298	0	0	339	0
LUZP6	70.777778	0	0	0	0	0	298	0	0	339	0
LPAR2	70.777778	127	0	0	0	0	209	0	0	301	0
AP3B1	70.777778	0	0	0	124	0	253	0	0	260	0
AADAT	70.777778	0	0	0	0	0	0	0	0	637	0
PRSS27	70.666667	0	0	0	0	0	207	0	0	429	0
EMC2	70.666667	0	0	0	0	0	131	0	0	505	0
DNAJC22	70.666667	0	0	0	116	0	119	0	0	401	0
DMAP1	70.666667	0	0	204	0	0	0	155	0	277	0
CPT1A	70.666667	0	0	0	201	0	0	0	0	435	0
CABLES1	70.666667	0	0	0	0	0	0	0	0	636	0
ATP2C1	70.666667	125	0	0	0	0	195	0	0	316	0
SUGT1	70.555556	0	0	0	193	0	153	0	0	289	0
LIMK2	70.555556	0	0	0	263	0	127	0	0	245	0
CHI3L1	70.555556	0	0	0	0	0	0	0	0	635	0
APOE	70.555556	0	0	0	0	0	211	0	0	424	0
APOC1	70.555556	0	0	0	0	0	211	0	0	424	0
TMEM268	70.444444	0	0	0	0	0	338	0	0	296	0
COQ10B	70.444444	0	0	0	0	0	0	0	0	634	0
SORBS1	70.333333	0	0	0	121	0	105	0	0	407	0
RND1	70.333333	0	0	0	0	0	0	0	0	633	0
PRKCE	70.333333	0	0	0	124	0	126	0	0	383	0
SMAP1	70.222222	0	0	0	0	0	208	0	0	424	0
GPR61	70.222222	0	0	0	214	0	161	0	0	257	0
GNAI3	70.222222	0	0	0	214	0	161	0	0	257	0
WRAP73	70.111111	0	0	0	88	0	194	0	0	349	0
TTBK2	70.111111	0	0	0	0	0	128	0	0	503	0
SLC39A13	70.111111	0	0	0	0	0	331	0	0	300	0
MMP24OS	70.111111	0	0	0	0	0	119	0	0	512	0
MMP24-AS1-EDEM2	70.111111	0	0	0	0	0	119	0	0	512	0
GIT2	70.111111	0	0	84	126	0	247	0	0	174	0
FAM83C	70.111111	0	0	0	0	0	119	0	0	512	0
EIF6	70.111111	0	0	0	0	0	119	0	0	512	0
CRTAP	70.111111	0	0	0	175	0	104	134	0	218	0
ANXA4	70.111111	0	0	0	130	0	315	0	0	186	0
ANKRD13A	70.111111	0	0	84	126	0	247	0	0	174	0
AAK1	70.111111	0	0	0	130	0	315	0	0	186	0
ZGPAT	70.000000	0	0	0	0	0	391	0	0	239	0
RABGGTA	70.000000	0	0	0	0	0	146	0	0	484	0
LAMTOR5	70.000000	0	0	0	283	0	159	0	0	188	0
DDX60	70.000000	0	0	0	191	0	0	0	0	439	0
CD47	70.000000	122	0	0	0	0	306	0	0	202	0
ARFRP1	70.000000	0	0	0	0	0	391	0	0	239	0
RPE	69.888889	0	0	0	0	0	107	0	0	522	0
NEK10	69.888889	108	0	0	0	0	0	258	0	263	0
HSD17B7	69.888889	181	0	124	0	0	0	132	0	192	0
SLC25A17	69.777778	0	0	0	0	0	103	0	0	525	0
RHOT2	69.777778	0	0	165	0	0	273	0	0	190	0
PGLS	69.777778	0	0	0	0	0	0	0	0	628	0
NPRL2	69.777778	0	0	157	175	0	125	0	0	171	0
MAP2K3	69.777778	0	0	0	0	0	128	0	0	500	0
INAVA	69.777778	0	0	0	0	0	0	0	0	628	0
GOLPH3L	69.777778	0	0	0	0	0	125	189	0	314	0
FUT8	69.777778	0	0	0	147	0	0	143	0	338	0
CYB561D2	69.777778	0	0	157	175	0	125	0	0	171	0
CALD1	69.777778	0	0	0	0	0	0	0	0	628	0
C1GALT1	69.777778	0	0	0	126	0	149	0	0	353	0
RP2	69.666667	0	0	0	241	0	103	0	0	283	0
MSL3	69.666667	0	0	0	0	0	0	0	0	627	0
FAM207A	69.666667	0	0	136	0	0	144	0	0	347	0
DHH	69.666667	0	0	0	0	0	363	0	0	264	0
CEP41	69.666667	0	0	0	0	0	327	0	0	300	0
CCL26	69.666667	0	0	0	0	0	0	0	0	627	0
NPIPB15	69.555556	0	0	0	0	0	247	0	0	379	0
MRPL21	69.555556	0	0	153	0	0	268	0	0	205	0
IGHMBP2	69.555556	0	0	153	0	0	268	0	0	205	0
EIF5	69.555556	0	0	0	0	0	186	0	0	440	0
TOM1L2	69.444444	0	0	0	0	0	0	0	0	625	0
SPATA24	69.444444	0	0	0	0	0	90	184	0	351	0
FAM160B2	69.444444	0	0	0	0	0	0	0	0	625	0
DRC3	69.444444	0	0	0	0	0	0	0	0	625	0
RABL2B	69.333333	0	0	0	0	0	277	0	0	347	0
IFI6	69.333333	0	0	0	0	0	0	0	0	624	0
AKAP10	69.333333	0	0	0	0	0	229	0	0	395	0
AGAP1	69.333333	123	0	0	0	0	167	0	0	334	0
RNGTT	69.222222	0	0	0	0	0	144	0	0	479	0
POMGNT2	69.222222	0	0	0	0	0	331	0	0	292	0
OSBPL7	69.222222	0	0	0	162	0	197	0	0	264	0
MRPL10	69.222222	0	0	0	162	0	197	0	0	264	0
LRRC46	69.222222	0	0	0	162	0	197	0	0	264	0
KIAA0513	69.222222	0	0	0	0	0	285	0	0	338	0
DELE1	69.222222	0	0	0	0	0	0	0	0	623	0
CAT	69.222222	0	0	0	0	0	109	0	0	514	0
TSPO	69.111111	0	0	123	0	0	311	0	0	188	0
SPACA6	69.111111	0	0	0	0	0	151	0	0	471	0
SOCS2	69.111111	0	0	0	0	0	120	0	0	502	0
SMARCAD1	69.111111	0	0	0	0	0	149	0	0	473	0
RALY	69.111111	0	0	0	103	0	190	0	0	329	0
MCAT	69.111111	0	0	123	0	0	311	0	0	188	0
ZNF263	69.000000	0	0	0	0	0	138	151	0	332	0
TMEM181	69.000000	0	0	0	0	0	378	0	0	243	0
TBCE	69.000000	0	0	0	0	0	105	0	0	516	0
PDRG1	69.000000	0	0	99	0	0	276	0	0	246	0
PDK3	69.000000	0	0	0	137	0	235	0	0	249	0
PARP12	69.000000	0	0	0	0	0	178	0	0	443	0
NT5M	69.000000	0	0	0	129	0	197	0	0	295	0
ZNF891	68.888889	0	0	0	113	0	213	0	0	294	0
ZNF576	68.888889	0	0	0	0	0	213	0	0	407	0
ZNF10	68.888889	0	0	0	113	0	213	0	0	294	0
SRA1	68.888889	0	0	0	0	0	170	0	0	450	0
PPA2	68.888889	136	0	0	0	0	201	0	0	283	0
PLXNB1	68.888889	0	0	0	175	0	0	137	0	308	0
MTMR14	68.888889	0	0	0	0	0	145	0	0	475	0
IRGQ	68.888889	0	0	0	0	0	213	0	0	407	0
EIF1	68.888889	0	0	0	93	0	166	0	0	361	0
ALDH3A2	68.888889	0	0	0	168	0	0	0	0	452	0
ALDH1A2	68.888889	0	0	0	0	0	480	0	0	140	0
ZSCAN10	68.777778	0	0	0	0	0	127	0	0	492	0
VPS52	68.777778	0	0	0	204	0	258	0	0	157	0
SLC25A37	68.777778	0	0	0	0	0	100	0	0	519	0
RPS18	68.777778	0	0	0	204	0	258	0	0	157	0
PPM1F	68.777778	0	0	0	0	0	619	0	0	0	0
MPP5	68.777778	0	0	110	140	0	0	0	0	369	0
ING4	68.777778	0	0	0	0	0	280	0	0	339	0
IDH3A	68.777778	0	0	0	0	0	115	0	0	504	0
EPS15L1	68.777778	0	0	0	0	0	185	0	0	434	0
CYGB	68.777778	0	0	0	0	0	0	0	0	619	0
B3GALT4	68.777778	0	0	0	204	0	258	0	0	157	0
PFN4	68.666667	134	0	0	119	0	190	0	0	175	0
PACRGL	68.666667	0	0	0	0	0	257	0	0	361	0
DUSP22	68.666667	0	0	116	0	0	0	0	0	502	0
ZNF543	68.555556	0	0	0	351	0	106	0	0	160	0
TNS3	68.555556	0	0	0	211	0	0	0	0	406	0
SLC16A3	68.555556	0	0	0	0	0	300	0	0	317	0
ERCC6L2	68.555556	0	0	0	167	0	205	0	0	245	0
AMTN	68.555556	0	0	0	0	0	0	0	0	617	0
TMEM106B	68.444444	0	0	0	147	0	300	0	0	169	0
SARAF	68.444444	111	0	0	117	0	223	0	0	165	0
RAB30	68.444444	0	0	0	120	0	154	0	0	342	0
NELFA	68.444444	0	0	0	0	0	212	0	0	404	0
EDF1	68.444444	0	0	0	164	0	110	0	0	342	0
CAPN7	68.444444	166	0	0	0	0	323	0	0	127	0
BZW1	68.444444	0	0	0	98	0	187	0	0	331	0
ZMYND15	68.333333	0	0	0	0	0	127	0	0	488	0
USP9X	68.333333	0	0	0	158	0	224	0	0	233	0
USP6NL	68.333333	0	0	0	86	0	353	0	0	176	0
RPLP1	68.333333	0	0	0	182	0	176	0	0	257	0
MED11	68.333333	0	0	0	0	0	127	0	0	488	0
IMMP2L	68.333333	0	0	0	0	0	434	0	0	181	0
FAM50B	68.333333	0	0	0	0	0	0	0	0	615	0
CXCL16	68.333333	0	0	0	0	0	127	0	0	488	0
ZNF444	68.222222	94	0	198	0	0	0	0	0	322	0
ZFP36L1	68.222222	0	0	0	104	0	0	165	0	345	0
TARBP2	68.222222	0	0	0	0	0	177	0	0	437	0
SBF2	68.222222	0	0	0	282	0	0	0	0	332	0
RAN	68.222222	0	0	0	324	0	290	0	0	0	0
NPFF	68.222222	0	0	0	0	0	177	0	0	437	0
MAP3K12	68.222222	0	0	0	0	0	177	0	0	437	0
CLIC4	68.222222	0	0	0	0	0	243	0	0	371	0
ULK2	68.111111	324	0	0	0	0	0	111	0	178	0
SF3A1	68.111111	0	0	197	0	0	0	0	0	416	0
RGS16	68.111111	0	0	0	0	0	125	0	0	488	0
MSX2	68.111111	0	0	0	0	0	0	0	0	613	0
KMT2E	68.111111	0	0	131	0	0	356	0	0	126	0
IKZF4	68.111111	0	0	0	0	0	244	0	0	369	0
EEF1AKMT1	68.111111	0	0	0	200	0	197	0	0	216	0
CCDC157	68.111111	0	0	197	0	0	0	0	0	416	0
WBP1	68.000000	0	0	159	0	0	116	105	0	232	0
SIAH1	68.000000	0	0	0	116	0	178	0	0	318	0
MT1M	68.000000	0	0	0	0	0	0	0	0	612	0
MT1E	68.000000	0	0	0	0	0	0	0	0	612	0
INO80B	68.000000	0	0	159	0	0	116	105	0	232	0
TMEM81	67.888889	0	0	0	0	0	0	0	0	611	0
PNISR	67.888889	0	0	0	0	0	88	120	0	403	0
MAP3K8	67.888889	0	0	402	0	0	0	0	0	209	0
KCTD3	67.888889	0	0	0	162	0	144	0	0	305	0
ZNF189	67.777778	0	0	89	0	0	239	0	0	282	0
UCKL1	67.777778	0	0	140	0	0	228	0	0	242	0
SREBF2	67.777778	0	0	0	0	0	147	0	0	463	0
SPIN4	67.777778	0	0	0	208	0	171	0	0	231	0
SH3D21	67.777778	0	0	0	0	0	235	0	0	375	0
SEMA3F	67.777778	0	0	0	0	0	0	0	0	610	0
SAXO2	67.777778	0	0	0	284	0	144	0	0	182	0
RPL3L	67.777778	0	0	0	0	0	357	0	0	253	0
MRPL50	67.777778	0	0	89	0	0	239	0	0	282	0
EFL1	67.777778	0	0	0	284	0	144	0	0	182	0
ZMYM1	67.666667	0	0	130	94	0	108	0	0	277	0
YIPF5	67.666667	0	0	0	0	0	213	0	0	396	0
XKR7	67.666667	0	0	124	152	0	188	0	0	145	0
UTP15	67.666667	0	0	143	0	0	183	0	0	283	0
STAMBPL1	67.666667	90	0	0	321	0	0	0	0	198	0
SNAP25	67.666667	0	0	0	174	0	197	0	0	238	0
SMAD2	67.666667	0	0	0	170	0	0	0	0	439	0
SLC9A1	67.666667	0	0	0	83	0	272	0	0	254	0
KCTD16	67.666667	0	0	0	0	0	213	0	0	396	0
ANKRA2	67.666667	0	0	143	0	0	183	0	0	283	0
UBE2B	67.555556	0	0	96	0	0	255	0	0	257	0
SNX3	67.555556	0	0	0	0	0	164	0	0	444	0
SLC4A11	67.555556	0	0	0	0	0	0	0	0	608	0
NME4	67.555556	0	0	0	0	0	420	0	0	188	0
MAP2K2	67.555556	131	0	0	0	0	205	0	0	272	0
HBP1	67.555556	0	0	0	0	0	116	176	0	316	0
DECR2	67.555556	0	0	0	0	0	420	0	0	188	0
CDKL3	67.555556	0	0	96	0	0	255	0	0	257	0
BSDC1	67.555556	0	0	0	0	0	88	0	0	520	0
ATP6V0A2	67.555556	188	0	0	0	0	136	0	0	284	0
TXNDC11	67.444444	80	0	0	0	0	163	0	0	364	0
NCOA6	67.444444	121	0	0	195	0	0	0	0	291	0
DUSP7	67.444444	0	0	0	0	0	76	0	0	531	0
CPLX2	67.444444	0	0	0	0	0	145	0	0	462	0
STARD10	67.333333	0	0	0	0	0	242	0	0	364	0
RIT1	67.333333	0	0	0	0	0	120	0	0	486	0
FBXO21	67.333333	0	0	0	84	0	276	0	0	246	0
FAM241B	67.333333	0	0	0	0	0	182	0	0	424	0
ZBTB48	67.222222	0	0	0	0	0	171	0	0	434	0
TMEM259	67.222222	0	0	0	0	0	190	0	0	415	0
TFAP2C	67.222222	0	0	0	0	0	0	279	0	326	0
SOCS7	67.222222	0	0	0	161	0	103	0	0	341	0
SLC35E2B	67.222222	0	0	145	0	0	163	0	0	297	0
PTHLH	67.222222	0	0	0	0	0	0	0	0	605	0
GPR179	67.222222	0	0	0	161	0	103	0	0	341	0
DNAJC25-GNG10	67.222222	0	0	0	150	0	193	0	0	262	0
DNAJC25	67.222222	0	0	0	150	0	193	0	0	262	0
CNN2	67.222222	0	0	0	0	0	190	0	0	415	0
CDK11A	67.222222	0	0	0	125	0	231	0	0	249	0
THADA	67.111111	0	0	0	172	0	223	0	0	209	0
HSPA12A	67.111111	0	0	0	0	0	0	0	0	604	0
ENO4	67.111111	0	0	0	0	0	0	0	0	604	0
VAV3	67.000000	0	0	0	0	0	0	511	0	92	0
SLC10A7	67.000000	0	0	0	0	0	405	0	0	198	0
RRP1	67.000000	0	0	0	0	0	435	0	0	168	0
MKLN1	67.000000	0	0	0	0	0	115	236	0	252	0
GPN2	67.000000	0	0	0	0	0	121	0	0	482	0
ERBIN	67.000000	0	0	0	143	0	235	0	0	225	0
YAP1	66.888889	0	0	0	158	0	0	0	0	444	0
PSMD12	66.888889	0	0	0	161	0	111	0	0	330	0
PLD1	66.888889	0	0	0	204	0	149	0	0	249	0
EHD1	66.888889	0	0	0	0	0	299	0	0	303	0
EFNB2	66.888889	0	0	0	0	0	151	0	0	451	0
CD2AP	66.888889	0	0	0	102	0	184	0	0	316	0
ZBTB22	66.777778	0	0	0	0	0	157	0	0	444	0
TMTC3	66.777778	0	0	0	125	0	229	0	0	247	0
TAPBP	66.777778	0	0	0	0	0	157	0	0	444	0
SRM	66.777778	119	0	0	0	0	248	0	0	234	0
LRIG3	66.777778	0	0	0	138	0	0	0	0	463	0
FAM83A	66.777778	0	0	0	0	0	112	0	0	489	0
DAXX	66.777778	0	0	0	0	0	157	0	0	444	0
CEP290	66.777778	0	0	0	125	0	229	0	0	247	0
ABTB2	66.777778	0	0	0	190	0	0	0	0	411	0
USP2	66.666667	0	0	0	0	0	193	0	0	407	0
SMARCD1	66.666667	0	0	0	0	0	141	0	0	459	0
ZNF7	66.555556	0	0	0	0	0	133	0	0	466	0
UBQLN4	66.555556	0	0	100	79	0	140	0	0	280	0
RAB25	66.555556	0	0	100	79	0	140	0	0	280	0
POLR1B	66.555556	0	0	0	0	0	85	260	0	254	0
LAMTOR2	66.555556	0	0	100	79	0	140	0	0	280	0
KLHL11	66.555556	0	0	0	0	0	350	0	0	249	0
ETV5	66.555556	0	0	0	0	0	147	0	0	452	0
SESN2	66.444444	0	0	0	0	0	176	0	0	422	0
SEC23A	66.444444	0	0	0	256	0	128	0	0	214	0
MMP15	66.444444	192	0	0	223	0	0	0	0	183	0
GK	66.444444	0	0	0	200	0	144	0	0	254	0
COG2	66.444444	0	0	0	0	0	188	0	0	410	0
VPS28	66.333333	0	0	86	0	0	216	0	0	295	0
TBC1D7-LOC100130357	66.333333	0	0	0	167	0	204	0	0	226	0
TBC1D7	66.333333	0	0	0	167	0	204	0	0	226	0
PSMA3	66.333333	0	0	0	108	0	140	0	0	349	0
PRPF38B	66.333333	0	0	0	126	0	166	0	0	305	0
PLA2G3	66.333333	0	0	0	0	0	0	597	0	0	0
MVD	66.333333	0	0	0	0	0	243	0	0	354	0
MANSC1	66.333333	0	0	161	0	0	102	0	0	334	0
INPP5J	66.333333	0	0	0	0	0	0	597	0	0	0
CSNK1G3	66.333333	0	0	0	0	0	102	0	0	495	0
C9orf85	66.333333	0	0	0	0	0	154	0	0	443	0
BORCS5	66.333333	0	0	161	0	0	102	0	0	334	0
ABHD17B	66.333333	0	0	0	0	0	154	0	0	443	0
TSR3	66.222222	0	0	0	0	0	281	0	0	315	0
PRDX4	66.222222	0	0	0	175	0	209	0	0	212	0
IQSEC1	66.222222	0	0	0	0	0	251	80	0	265	0
HSFX3	66.222222	0	0	0	0	0	0	155	0	441	0
GNPTG	66.222222	0	0	0	0	0	281	0	0	315	0
EOLA1	66.222222	0	0	0	0	0	0	155	0	441	0
CD79A	66.222222	0	0	0	0	0	178	0	0	418	0
ARHGEF1	66.222222	0	0	0	0	0	178	0	0	418	0
TMEM68	66.111111	0	0	0	123	0	144	0	0	328	0
TGS1	66.111111	0	0	0	123	0	144	0	0	328	0
TBC1D17	66.111111	0	0	0	0	0	93	0	0	502	0
SSR1	66.111111	0	0	0	128	0	192	0	0	275	0
SPTY2D1	66.111111	0	0	0	107	0	137	0	0	351	0
METTL16	66.111111	0	0	0	0	0	0	0	0	595	0
EIF4G2	66.111111	0	0	0	136	0	134	0	0	325	0
SLC12A6	66.000000	124	0	0	101	0	182	0	0	187	0
NUTM1	66.000000	124	0	0	101	0	182	0	0	187	0
NOP10	66.000000	124	0	0	101	0	182	0	0	187	0
MLH3	66.000000	0	0	0	187	0	201	0	0	206	0
HLA-F	66.000000	0	0	0	0	0	0	163	0	431	0
FAM193A	66.000000	0	0	0	0	0	269	0	0	325	0
EIF4EBP3	66.000000	0	0	0	0	0	144	0	0	450	0
DDX1	66.000000	0	0	0	0	0	334	0	0	260	0
NAA60	65.888889	0	0	0	172	0	126	0	0	295	0
JPH1	65.888889	0	0	0	73	0	0	408	0	112	0
HEBP2	65.888889	0	0	0	0	0	109	0	0	484	0
EPN1	65.888889	0	0	0	0	0	227	0	0	366	0
RPL18A	65.777778	0	0	0	0	0	220	0	0	372	0
RNF24	65.777778	0	0	0	0	0	254	0	0	338	0
NNAT	65.777778	0	0	86	0	0	104	0	0	402	0
MED1	65.777778	0	0	0	0	0	0	189	0	403	0
CCNYL1	65.777778	0	0	118	0	0	0	0	0	474	0
BLCAP	65.777778	0	0	86	0	0	104	0	0	402	0
TKFC	65.666667	0	0	0	116	0	222	0	0	253	0
SMG1	65.666667	0	0	0	168	0	158	0	0	265	0
RNF103-CHMP3	65.666667	0	0	0	0	0	0	0	0	591	0
RMND5A	65.666667	0	0	0	0	0	0	0	0	591	0
NEK11	65.666667	0	0	0	254	0	0	0	0	337	0
NECAP1	65.666667	0	0	0	78	0	125	0	0	388	0
DDB1	65.666667	0	0	0	116	0	222	0	0	253	0
ASTE1	65.666667	0	0	0	254	0	0	0	0	337	0
ZNF26	65.555556	0	0	0	151	0	125	0	0	314	0
GRHPR	65.555556	134	0	0	0	0	205	0	0	251	0
EPHX3	65.555556	0	0	0	0	0	96	124	0	370	0
ANKRD40	65.555556	0	0	0	0	0	249	0	0	341	0
AKIRIN1	65.555556	0	0	0	0	0	267	0	0	323	0
ZNF512	65.444444	0	0	0	0	0	257	0	0	332	0
ZBTB11	65.444444	0	0	0	152	0	216	0	0	221	0
SSH2	65.444444	0	0	0	0	0	307	0	0	282	0
RRM2B	65.444444	0	0	0	0	0	0	0	0	589	0
RPL24	65.444444	0	0	0	152	0	216	0	0	221	0
FZD1	65.444444	0	0	0	103	0	159	0	0	327	0
FAM8A1	65.444444	0	0	0	129	0	282	0	0	178	0
ETF1	65.444444	0	0	0	0	0	111	0	0	478	0
CDKN2A	65.444444	0	0	0	589	0	0	0	0	0	0
CACNA1G	65.444444	85	0	0	0	0	121	0	0	383	0
C2orf16	65.444444	0	0	0	0	0	257	0	0	332	0
REN	65.333333	0	0	0	0	0	145	0	0	443	0
PHF8	65.333333	0	0	0	0	0	135	0	0	453	0
OGT	65.333333	0	0	0	140	0	248	0	0	200	0
CLDN23	65.333333	160	0	0	0	0	183	0	0	245	0
ASCC2	65.333333	0	0	0	0	0	0	0	0	588	0
APBB2	65.333333	0	0	0	138	0	0	0	0	450	0
ZNF841	65.222222	0	0	0	0	0	0	0	0	587	0
CYP1B1	65.222222	0	0	0	254	0	0	0	0	333	0
C8orf33	65.222222	0	0	0	0	0	160	0	0	427	0
ATF7-NPFF	65.222222	0	0	0	0	0	0	0	0	587	0
ATF7	65.222222	0	0	0	0	0	0	0	0	587	0
YWHAZ	65.111111	0	0	0	102	0	124	0	0	360	0
SUGP1	65.111111	0	0	0	0	0	189	0	0	397	0
MAU2	65.111111	0	0	0	0	0	189	0	0	397	0
CHSY1	65.111111	0	0	0	0	0	0	0	0	586	0
PFDN2	65.000000	0	0	0	119	0	90	0	0	376	0
NIT1	65.000000	0	0	0	119	0	90	0	0	376	0
EIF2B5	65.000000	131	0	0	125	0	0	0	0	329	0
DUSP10	65.000000	0	0	0	0	0	0	0	0	585	0
CAVIN3	65.000000	0	0	0	304	0	0	0	0	281	0
AK5	65.000000	0	0	0	0	0	0	0	0	585	0
VPS33B	64.888889	0	0	0	99	0	0	205	0	280	0
TRIM7	64.888889	0	0	0	0	0	224	112	0	248	0
TMEM168	64.888889	0	0	0	0	0	273	0	0	311	0
